id,number,available_bikes,available_bike_stands,status,last_update
2034,109,14,15,OPEN,2025-03-23 12:00:07
2035,85,26,9,OPEN,2025-03-23 12:00:07
2036,107,0,40,OPEN,2025-03-23 12:00:07
2037,33,8,15,OPEN,2025-03-23 12:00:07
2038,44,0,30,OPEN,2025-03-23 12:00:07
2039,89,1,39,OPEN,2025-03-23 12:00:08
2040,57,3,20,OPEN,2025-03-23 12:00:08
2041,80,30,10,OPEN,2025-03-23 12:00:08
2042,41,6,14,OPEN,2025-03-23 12:00:08
2043,3,17,2,OPEN,2025-03-23 12:00:08
2044,40,21,0,OPEN,2025-03-23 12:00:08
2045,29,29,0,OPEN,2025-03-23 12:00:09
2046,103,0,40,OPEN,2025-03-23 12:00:09
2047,28,16,14,OPEN,2025-03-23 12:00:09
2048,39,20,0,OPEN,2025-03-23 12:00:09
2049,83,30,10,OPEN,2025-03-23 12:00:09
2050,92,38,2,OPEN,2025-03-23 12:00:10
2051,21,30,0,OPEN,2025-03-23 12:00:10
2052,88,9,21,OPEN,2025-03-23 12:00:10
2053,42,27,3,OPEN,2025-03-23 12:05:10
2054,30,0,20,OPEN,2025-03-23 12:05:11
2055,54,7,26,OPEN,2025-03-23 12:05:11
2056,108,0,35,OPEN,2025-03-23 12:05:11
2057,20,3,27,OPEN,2025-03-23 12:05:11
2058,56,3,37,OPEN,2025-03-23 12:05:11
2059,6,17,3,OPEN,2025-03-23 12:05:12
2060,18,11,19,OPEN,2025-03-23 12:05:12
2061,32,17,13,OPEN,2025-03-23 12:05:12
2062,52,32,0,OPEN,2025-03-23 12:05:12
2063,48,0,40,OPEN,2025-03-23 12:05:12
2064,13,10,20,OPEN,2025-03-23 12:05:13
2065,43,16,14,OPEN,2025-03-23 12:05:13
2066,31,17,3,OPEN,2025-03-23 12:05:13
2067,98,37,3,OPEN,2025-03-23 12:05:13
2068,14,21,9,OPEN,2025-03-23 12:05:13
2069,1,31,0,OPEN,2025-03-23 12:05:14
2070,23,23,7,OPEN,2025-03-23 12:05:14
2071,106,0,40,OPEN,2025-03-23 12:05:14
2072,112,1,29,OPEN,2025-03-23 12:05:14
2073,68,3,37,OPEN,2025-03-23 12:05:14
2074,74,4,26,OPEN,2025-03-23 12:05:15
2075,87,26,12,OPEN,2025-03-23 12:05:15
2076,84,17,13,OPEN,2025-03-23 12:05:15
2077,90,6,34,OPEN,2025-03-23 12:05:15
2078,11,14,16,OPEN,2025-03-23 12:05:15
2079,17,19,1,OPEN,2025-03-23 12:05:16
2080,45,15,15,OPEN,2025-03-23 12:05:16
2081,114,3,37,OPEN,2025-03-23 12:05:16
2082,72,17,14,OPEN,2025-03-23 12:05:16
2083,63,22,13,OPEN,2025-03-23 12:05:16
2084,113,8,21,OPEN,2025-03-23 12:05:17
2085,91,30,0,OPEN,2025-03-23 12:05:17
2086,99,0,30,OPEN,2025-03-23 12:05:17
2087,9,14,10,OPEN,2025-03-23 12:05:17
2088,67,14,26,OPEN,2025-03-23 12:05:17
2089,116,1,29,OPEN,2025-03-23 12:05:17
2090,55,2,34,OPEN,2025-03-23 12:05:18
2091,62,4,36,OPEN,2025-03-23 12:05:18
2092,5,13,27,OPEN,2025-03-23 12:05:18
2093,97,36,4,OPEN,2025-03-23 12:05:18
2094,61,0,25,OPEN,2025-03-23 12:05:18
2095,77,28,1,OPEN,2025-03-23 12:05:19
2096,73,6,24,OPEN,2025-03-23 12:05:19
2097,4,19,1,OPEN,2025-03-23 12:05:19
2098,49,2,38,OPEN,2025-03-23 12:05:19
2099,19,1,29,OPEN,2025-03-23 12:05:19
2100,7,2,27,OPEN,2025-03-23 12:05:20
2101,60,0,30,OPEN,2025-03-23 12:05:20
2102,102,0,40,OPEN,2025-03-23 12:05:20
2103,38,28,11,OPEN,2025-03-23 12:05:20
2104,53,4,36,OPEN,2025-03-23 12:05:20
2105,58,11,29,OPEN,2025-03-23 12:05:20
2106,66,0,40,OPEN,2025-03-23 12:05:21
2107,104,0,40,OPEN,2025-03-23 12:05:21
2108,101,8,22,OPEN,2025-03-23 12:05:21
2109,115,6,24,OPEN,2025-03-23 12:05:21
2110,47,0,40,OPEN,2025-03-23 12:05:21
2111,117,6,34,OPEN,2025-03-23 12:05:22
2112,8,6,24,OPEN,2025-03-23 12:05:22
2113,27,12,8,OPEN,2025-03-23 12:05:22
2114,16,17,3,OPEN,2025-03-23 12:05:22
2115,96,10,20,OPEN,2025-03-23 12:05:22
2116,82,0,22,OPEN,2025-03-23 12:05:22
2117,76,9,29,OPEN,2025-03-23 12:05:23
2118,71,0,40,OPEN,2025-03-23 12:05:23
2119,79,1,26,OPEN,2025-03-23 12:05:23
2120,69,10,30,OPEN,2025-03-23 12:05:23
2121,25,12,18,OPEN,2025-03-23 12:05:23
2122,51,0,0,OPEN,2025-03-23 12:05:24
2123,37,13,17,OPEN,2025-03-23 12:05:24
2124,59,0,20,OPEN,2025-03-23 12:05:24
2125,95,14,26,OPEN,2025-03-23 12:05:24
2126,94,23,17,OPEN,2025-03-23 12:05:24
2127,105,1,35,OPEN,2025-03-23 12:05:25
2128,36,35,5,OPEN,2025-03-23 12:05:25
2129,93,35,5,OPEN,2025-03-23 12:05:25
2130,22,20,0,OPEN,2025-03-23 12:05:25
2131,50,0,40,OPEN,2025-03-23 12:05:25
2132,110,0,40,OPEN,2025-03-23 12:05:25
2133,12,0,20,OPEN,2025-03-23 12:05:26
2134,34,19,11,OPEN,2025-03-23 12:05:26
2135,78,2,38,OPEN,2025-03-23 12:05:26
2136,2,0,20,OPEN,2025-03-23 12:05:26
2137,75,37,3,OPEN,2025-03-23 12:05:26
2138,111,0,40,OPEN,2025-03-23 12:05:27
2139,26,16,4,OPEN,2025-03-23 12:05:27
2140,65,0,40,OPEN,2025-03-23 12:05:27
2141,15,0,16,OPEN,2025-03-23 12:05:27
2142,86,29,8,OPEN,2025-03-23 12:05:27
2143,35,26,4,OPEN,2025-03-23 12:05:28
2144,10,7,9,OPEN,2025-03-23 12:05:28
2145,100,23,2,OPEN,2025-03-23 12:05:28
2146,24,18,2,OPEN,2025-03-23 12:05:28
2147,64,13,27,OPEN,2025-03-23 12:05:28
2148,109,13,16,OPEN,2025-03-23 12:05:29
2149,85,26,9,OPEN,2025-03-23 12:05:29
2150,107,0,40,OPEN,2025-03-23 12:05:29
2151,33,8,15,OPEN,2025-03-23 12:05:29
2152,44,0,30,OPEN,2025-03-23 12:05:29
2153,89,1,39,OPEN,2025-03-23 12:05:29
2154,57,3,20,OPEN,2025-03-23 12:05:30
2155,80,30,10,OPEN,2025-03-23 12:05:30
2156,41,6,14,OPEN,2025-03-23 12:05:30
2157,3,17,2,OPEN,2025-03-23 12:05:30
2158,40,21,0,OPEN,2025-03-23 12:05:30
2159,29,29,0,OPEN,2025-03-23 12:05:31
2160,103,0,40,OPEN,2025-03-23 12:05:31
2161,28,16,14,OPEN,2025-03-23 12:05:31
2162,39,17,3,OPEN,2025-03-23 12:05:31
2163,83,30,10,OPEN,2025-03-23 12:05:31
2164,92,38,2,OPEN,2025-03-23 12:05:32
2165,21,30,0,OPEN,2025-03-23 12:05:32
2166,88,9,21,OPEN,2025-03-23 12:05:32
2167,42,28,2,OPEN,2025-03-23 12:10:32
2168,30,0,20,OPEN,2025-03-23 12:10:32
2169,54,7,26,OPEN,2025-03-23 12:10:33
2170,108,0,35,OPEN,2025-03-23 12:10:33
2171,20,3,27,OPEN,2025-03-23 12:10:33
2172,56,3,37,OPEN,2025-03-23 12:10:33
2173,6,17,3,OPEN,2025-03-23 12:10:33
2174,18,11,19,OPEN,2025-03-23 12:10:33
2175,32,17,13,OPEN,2025-03-23 12:10:33
2176,52,32,0,OPEN,2025-03-23 12:10:33
2177,48,0,40,OPEN,2025-03-23 12:10:33
2178,13,10,20,OPEN,2025-03-23 12:10:34
2179,43,16,14,OPEN,2025-03-23 12:10:34
2180,31,17,3,OPEN,2025-03-23 12:10:34
2181,98,37,3,OPEN,2025-03-23 12:10:34
2182,14,21,9,OPEN,2025-03-23 12:10:34
2183,1,31,0,OPEN,2025-03-23 12:10:34
2184,23,23,7,OPEN,2025-03-23 12:10:34
2185,106,0,40,OPEN,2025-03-23 12:10:34
2186,112,1,29,OPEN,2025-03-23 12:10:35
2187,68,2,38,OPEN,2025-03-23 12:10:35
2188,74,4,26,OPEN,2025-03-23 12:10:35
2189,87,26,12,OPEN,2025-03-23 12:10:35
2190,84,17,13,OPEN,2025-03-23 12:10:35
2191,90,6,34,OPEN,2025-03-23 12:10:35
2192,11,14,16,OPEN,2025-03-23 12:10:35
2193,17,19,1,OPEN,2025-03-23 12:10:35
2194,45,15,15,OPEN,2025-03-23 12:10:36
2195,114,3,37,OPEN,2025-03-23 12:10:36
2196,72,17,14,OPEN,2025-03-23 12:10:36
2197,63,22,13,OPEN,2025-03-23 12:10:36
2198,113,8,21,OPEN,2025-03-23 12:10:36
2199,91,30,0,OPEN,2025-03-23 12:10:36
2200,99,0,30,OPEN,2025-03-23 12:10:36
2201,9,14,10,OPEN,2025-03-23 12:10:36
2202,67,13,27,OPEN,2025-03-23 12:10:37
2203,116,1,29,OPEN,2025-03-23 12:10:37
2204,55,2,34,OPEN,2025-03-23 12:10:37
2205,62,4,36,OPEN,2025-03-23 12:10:37
2206,5,14,26,OPEN,2025-03-23 12:10:37
2207,97,36,4,OPEN,2025-03-23 12:10:37
2208,61,0,25,OPEN,2025-03-23 12:10:37
2209,77,28,1,OPEN,2025-03-23 12:10:37
2210,73,6,24,OPEN,2025-03-23 12:10:37
2211,4,19,1,OPEN,2025-03-23 12:10:38
2212,49,2,38,OPEN,2025-03-23 12:10:38
2213,19,1,29,OPEN,2025-03-23 12:10:38
2214,7,1,28,OPEN,2025-03-23 12:10:38
2215,60,0,30,OPEN,2025-03-23 12:10:38
2216,102,0,40,OPEN,2025-03-23 12:10:38
2217,38,28,11,OPEN,2025-03-23 12:10:38
2218,53,4,36,OPEN,2025-03-23 12:10:38
2219,58,11,29,OPEN,2025-03-23 12:10:39
2220,66,0,40,OPEN,2025-03-23 12:10:39
2221,104,0,40,OPEN,2025-03-23 12:10:39
2222,101,8,22,OPEN,2025-03-23 12:10:39
2223,115,6,24,OPEN,2025-03-23 12:10:39
2224,47,0,40,OPEN,2025-03-23 12:10:39
2225,117,6,34,OPEN,2025-03-23 12:10:39
2226,8,6,24,OPEN,2025-03-23 12:10:39
2227,27,12,8,OPEN,2025-03-23 12:10:40
2228,16,17,3,OPEN,2025-03-23 12:10:40
2229,96,10,20,OPEN,2025-03-23 12:10:40
2230,82,0,22,OPEN,2025-03-23 12:10:40
2231,76,9,29,OPEN,2025-03-23 12:10:40
2232,71,0,40,OPEN,2025-03-23 12:10:40
2233,79,1,26,OPEN,2025-03-23 12:10:40
2234,69,11,29,OPEN,2025-03-23 12:10:40
2235,25,12,18,OPEN,2025-03-23 12:10:41
2236,51,0,0,OPEN,2025-03-23 12:10:41
2237,37,13,17,OPEN,2025-03-23 12:10:41
2238,59,0,20,OPEN,2025-03-23 12:10:41
2239,95,15,25,OPEN,2025-03-23 12:10:41
2240,94,23,17,OPEN,2025-03-23 12:10:41
2241,105,1,35,OPEN,2025-03-23 12:10:41
2242,36,35,5,OPEN,2025-03-23 12:10:41
2243,93,35,5,OPEN,2025-03-23 12:10:41
2244,22,20,0,OPEN,2025-03-23 12:10:42
2245,50,0,40,OPEN,2025-03-23 12:10:42
2246,110,0,40,OPEN,2025-03-23 12:10:42
2247,12,0,20,OPEN,2025-03-23 12:10:42
2248,34,18,12,OPEN,2025-03-23 12:10:42
2249,78,2,38,OPEN,2025-03-23 12:10:42
2250,2,0,20,OPEN,2025-03-23 12:10:42
2251,75,37,3,OPEN,2025-03-23 12:10:43
2252,111,0,40,OPEN,2025-03-23 12:10:43
2253,26,16,4,OPEN,2025-03-23 12:10:43
2254,65,0,40,OPEN,2025-03-23 12:10:43
2255,15,0,16,OPEN,2025-03-23 12:10:43
2256,86,29,8,OPEN,2025-03-23 12:10:43
2257,35,26,4,OPEN,2025-03-23 12:10:43
2258,10,7,9,OPEN,2025-03-23 12:10:43
2259,100,23,2,OPEN,2025-03-23 12:10:43
2260,24,19,1,OPEN,2025-03-23 12:10:44
2261,64,12,28,OPEN,2025-03-23 12:10:44
2262,109,13,16,OPEN,2025-03-23 12:10:44
2263,85,26,9,OPEN,2025-03-23 12:10:44
2264,107,0,40,OPEN,2025-03-23 12:10:44
2265,33,8,15,OPEN,2025-03-23 12:10:44
2266,44,0,30,OPEN,2025-03-23 12:10:44
2267,89,1,39,OPEN,2025-03-23 12:10:44
2268,57,3,20,OPEN,2025-03-23 12:10:45
2269,80,30,10,OPEN,2025-03-23 12:10:45
2270,41,6,14,OPEN,2025-03-23 12:10:45
2271,3,17,2,OPEN,2025-03-23 12:10:45
2272,40,17,4,OPEN,2025-03-23 12:10:45
2273,29,29,0,OPEN,2025-03-23 12:10:45
2274,103,0,40,OPEN,2025-03-23 12:10:45
2275,28,16,14,OPEN,2025-03-23 12:10:45
2276,39,16,4,OPEN,2025-03-23 12:10:46
2277,83,30,10,OPEN,2025-03-23 12:10:46
2278,92,38,2,OPEN,2025-03-23 12:10:46
2279,21,30,0,OPEN,2025-03-23 12:10:46
2280,88,10,20,OPEN,2025-03-23 12:10:46
2281,42,28,2,OPEN,2025-03-23 12:15:46
2282,30,0,20,OPEN,2025-03-23 12:15:46
2283,54,7,26,OPEN,2025-03-23 12:15:47
2284,108,0,35,OPEN,2025-03-23 12:15:47
2285,20,3,27,OPEN,2025-03-23 12:15:47
2286,56,3,37,OPEN,2025-03-23 12:15:47
2287,6,17,3,OPEN,2025-03-23 12:15:47
2288,18,11,19,OPEN,2025-03-23 12:15:47
2289,32,17,13,OPEN,2025-03-23 12:15:47
2290,52,32,0,OPEN,2025-03-23 12:15:47
2291,48,0,40,OPEN,2025-03-23 12:15:47
2292,13,10,20,OPEN,2025-03-23 12:15:48
2293,43,16,14,OPEN,2025-03-23 12:15:48
2294,31,17,3,OPEN,2025-03-23 12:15:48
2295,98,37,3,OPEN,2025-03-23 12:15:48
2296,14,22,8,OPEN,2025-03-23 12:15:48
2297,1,31,0,OPEN,2025-03-23 12:15:48
2298,23,23,7,OPEN,2025-03-23 12:15:48
2299,106,0,40,OPEN,2025-03-23 12:15:48
2300,112,1,29,OPEN,2025-03-23 12:15:49
2301,68,2,38,OPEN,2025-03-23 12:15:49
2302,74,4,26,OPEN,2025-03-23 12:15:49
2303,87,26,12,OPEN,2025-03-23 12:15:49
2304,84,17,13,OPEN,2025-03-23 12:15:49
2305,90,6,34,OPEN,2025-03-23 12:15:49
2306,11,14,16,OPEN,2025-03-23 12:15:49
2307,17,18,2,OPEN,2025-03-23 12:15:49
2308,45,14,16,OPEN,2025-03-23 12:15:49
2309,114,4,36,OPEN,2025-03-23 12:15:50
2310,72,17,14,OPEN,2025-03-23 12:15:50
2311,63,23,12,OPEN,2025-03-23 12:15:50
2312,113,8,21,OPEN,2025-03-23 12:15:50
2313,91,30,0,OPEN,2025-03-23 12:15:50
2314,99,1,29,OPEN,2025-03-23 12:15:50
2315,9,14,10,OPEN,2025-03-23 12:15:50
2316,67,10,30,OPEN,2025-03-23 12:15:50
2317,116,0,30,OPEN,2025-03-23 12:15:51
2318,55,2,34,OPEN,2025-03-23 12:15:51
2319,62,4,36,OPEN,2025-03-23 12:15:51
2320,5,14,26,OPEN,2025-03-23 12:15:51
2321,97,36,4,OPEN,2025-03-23 12:15:51
2322,61,0,25,OPEN,2025-03-23 12:15:51
2323,77,28,1,OPEN,2025-03-23 12:15:51
2324,73,6,24,OPEN,2025-03-23 12:15:51
2325,4,19,1,OPEN,2025-03-23 12:15:51
2326,49,2,38,OPEN,2025-03-23 12:15:52
2327,19,1,29,OPEN,2025-03-23 12:15:52
2328,7,1,28,OPEN,2025-03-23 12:15:52
2329,60,0,30,OPEN,2025-03-23 12:15:52
2330,102,0,40,OPEN,2025-03-23 12:15:52
2331,38,28,11,OPEN,2025-03-23 12:15:52
2332,53,4,36,OPEN,2025-03-23 12:15:52
2333,58,11,29,OPEN,2025-03-23 12:15:52
2334,66,0,40,OPEN,2025-03-23 12:15:53
2335,104,0,40,OPEN,2025-03-23 12:15:53
2336,101,8,22,OPEN,2025-03-23 12:15:53
2337,115,6,24,OPEN,2025-03-23 12:15:53
2338,47,0,40,OPEN,2025-03-23 12:15:53
2339,117,6,34,OPEN,2025-03-23 12:15:53
2340,8,6,24,OPEN,2025-03-23 12:15:53
2341,27,13,7,OPEN,2025-03-23 12:15:53
2342,16,18,2,OPEN,2025-03-23 12:15:53
2343,96,10,20,OPEN,2025-03-23 12:15:54
2344,82,0,22,OPEN,2025-03-23 12:15:54
2345,76,9,29,OPEN,2025-03-23 12:15:54
2346,71,0,40,OPEN,2025-03-23 12:15:54
2347,79,1,26,OPEN,2025-03-23 12:15:54
2348,69,11,29,OPEN,2025-03-23 12:15:54
2349,25,10,20,OPEN,2025-03-23 12:15:54
2350,51,0,0,OPEN,2025-03-23 12:15:54
2351,37,13,17,OPEN,2025-03-23 12:15:55
2352,59,0,20,OPEN,2025-03-23 12:15:55
2353,95,16,24,OPEN,2025-03-23 12:15:55
2354,94,23,17,OPEN,2025-03-23 12:15:55
2355,105,1,35,OPEN,2025-03-23 12:15:55
2356,36,35,5,OPEN,2025-03-23 12:15:55
2357,93,35,5,OPEN,2025-03-23 12:15:55
2358,22,20,0,OPEN,2025-03-23 12:15:55
2359,50,0,40,OPEN,2025-03-23 12:15:55
2360,110,0,40,OPEN,2025-03-23 12:15:56
2361,12,0,20,OPEN,2025-03-23 12:15:56
2362,34,20,10,OPEN,2025-03-23 12:15:56
2363,78,1,39,OPEN,2025-03-23 12:15:56
2364,2,0,20,OPEN,2025-03-23 12:15:56
2365,75,37,3,OPEN,2025-03-23 12:15:56
2366,111,0,40,OPEN,2025-03-23 12:15:56
2367,26,16,4,OPEN,2025-03-23 12:15:56
2368,65,0,40,OPEN,2025-03-23 12:15:56
2369,15,0,16,OPEN,2025-03-23 12:15:57
2370,86,30,7,OPEN,2025-03-23 12:15:57
2371,35,26,4,OPEN,2025-03-23 12:15:57
2372,10,7,9,OPEN,2025-03-23 12:15:57
2373,100,23,2,OPEN,2025-03-23 12:15:57
2374,24,19,1,OPEN,2025-03-23 12:15:57
2375,64,12,28,OPEN,2025-03-23 12:15:57
2376,109,14,15,OPEN,2025-03-23 12:15:57
2377,85,26,9,OPEN,2025-03-23 12:15:58
2378,107,0,40,OPEN,2025-03-23 12:15:58
2379,33,7,16,OPEN,2025-03-23 12:15:58
2380,44,0,30,OPEN,2025-03-23 12:15:58
2381,89,1,39,OPEN,2025-03-23 12:15:58
2382,57,2,21,OPEN,2025-03-23 12:15:58
2383,80,30,10,OPEN,2025-03-23 12:15:58
2384,41,6,14,OPEN,2025-03-23 12:15:58
2385,3,17,2,OPEN,2025-03-23 12:15:58
2386,40,2,19,OPEN,2025-03-23 12:15:59
2387,29,29,0,OPEN,2025-03-23 12:15:59
2388,103,0,40,OPEN,2025-03-23 12:15:59
2389,28,14,16,OPEN,2025-03-23 12:15:59
2390,39,16,4,OPEN,2025-03-23 12:15:59
2391,83,30,10,OPEN,2025-03-23 12:15:59
2392,92,38,2,OPEN,2025-03-23 12:15:59
2393,21,30,0,OPEN,2025-03-23 12:15:59
2394,88,10,20,OPEN,2025-03-23 12:16:00
2395,42,28,2,OPEN,2025-03-23 12:21:00
2396,30,0,20,OPEN,2025-03-23 12:21:00
2397,54,7,26,OPEN,2025-03-23 12:21:00
2398,108,0,35,OPEN,2025-03-23 12:21:00
2399,20,3,27,OPEN,2025-03-23 12:21:00
2400,56,3,37,OPEN,2025-03-23 12:21:00
2401,6,17,3,OPEN,2025-03-23 12:21:01
2402,18,11,19,OPEN,2025-03-23 12:21:01
2403,32,18,12,OPEN,2025-03-23 12:21:01
2404,52,32,0,OPEN,2025-03-23 12:21:01
2405,48,0,40,OPEN,2025-03-23 12:21:01
2406,13,10,20,OPEN,2025-03-23 12:21:01
2407,43,16,14,OPEN,2025-03-23 12:21:01
2408,31,17,3,OPEN,2025-03-23 12:21:01
2409,98,37,3,OPEN,2025-03-23 12:21:01
2410,14,22,8,OPEN,2025-03-23 12:21:02
2411,1,31,0,OPEN,2025-03-23 12:21:02
2412,23,23,7,OPEN,2025-03-23 12:21:02
2413,106,0,40,OPEN,2025-03-23 12:21:02
2414,112,1,29,OPEN,2025-03-23 12:21:02
2415,68,3,37,OPEN,2025-03-23 12:21:02
2416,74,4,26,OPEN,2025-03-23 12:21:02
2417,87,25,13,OPEN,2025-03-23 12:21:02
2418,84,17,13,OPEN,2025-03-23 12:21:02
2419,90,6,34,OPEN,2025-03-23 12:21:03
2420,11,14,16,OPEN,2025-03-23 12:21:03
2421,17,18,2,OPEN,2025-03-23 12:21:03
2422,45,15,15,OPEN,2025-03-23 12:21:03
2423,114,4,36,OPEN,2025-03-23 12:21:03
2424,72,17,14,OPEN,2025-03-23 12:21:03
2425,63,22,13,OPEN,2025-03-23 12:21:03
2426,113,8,21,OPEN,2025-03-23 12:21:03
2427,91,30,0,OPEN,2025-03-23 12:21:03
2428,99,1,29,OPEN,2025-03-23 12:21:04
2429,9,14,10,OPEN,2025-03-23 12:21:04
2430,67,6,34,OPEN,2025-03-23 12:21:04
2431,116,0,30,OPEN,2025-03-23 12:21:04
2432,55,2,34,OPEN,2025-03-23 12:21:04
2433,62,4,36,OPEN,2025-03-23 12:21:04
2434,5,13,27,OPEN,2025-03-23 12:21:04
2435,97,36,4,OPEN,2025-03-23 12:21:04
2436,61,0,25,OPEN,2025-03-23 12:21:05
2437,77,28,1,OPEN,2025-03-23 12:21:05
2438,73,6,24,OPEN,2025-03-23 12:21:05
2439,4,19,1,OPEN,2025-03-23 12:21:05
2440,49,2,38,OPEN,2025-03-23 12:21:05
2441,19,4,26,OPEN,2025-03-23 12:21:05
2442,7,1,28,OPEN,2025-03-23 12:21:05
2443,60,0,30,OPEN,2025-03-23 12:21:05
2444,102,0,40,OPEN,2025-03-23 12:21:05
2445,38,28,11,OPEN,2025-03-23 12:21:06
2446,53,4,36,OPEN,2025-03-23 12:21:06
2447,58,11,29,OPEN,2025-03-23 12:21:06
2448,66,0,40,OPEN,2025-03-23 12:21:06
2449,104,0,40,OPEN,2025-03-23 12:21:06
2450,101,8,22,OPEN,2025-03-23 12:21:06
2451,115,6,24,OPEN,2025-03-23 12:21:06
2452,47,0,40,OPEN,2025-03-23 12:21:06
2453,117,6,34,OPEN,2025-03-23 12:21:06
2454,8,6,24,OPEN,2025-03-23 12:21:07
2455,27,13,7,OPEN,2025-03-23 12:21:07
2456,16,18,2,OPEN,2025-03-23 12:21:07
2457,96,10,20,OPEN,2025-03-23 12:21:07
2458,82,0,22,OPEN,2025-03-23 12:21:07
2459,76,9,29,OPEN,2025-03-23 12:21:07
2460,71,0,40,OPEN,2025-03-23 12:21:07
2461,79,1,26,OPEN,2025-03-23 12:21:07
2462,69,12,28,OPEN,2025-03-23 12:21:08
2463,25,10,20,OPEN,2025-03-23 12:21:08
2464,51,0,0,OPEN,2025-03-23 12:21:08
2465,37,13,17,OPEN,2025-03-23 12:21:08
2466,59,0,20,OPEN,2025-03-23 12:21:08
2467,95,16,24,OPEN,2025-03-23 12:21:08
2468,94,23,17,OPEN,2025-03-23 12:21:08
2469,105,1,35,OPEN,2025-03-23 12:21:08
2470,36,35,5,OPEN,2025-03-23 12:21:08
2471,93,35,5,OPEN,2025-03-23 12:21:09
2472,22,19,1,OPEN,2025-03-23 12:21:09
2473,50,0,40,OPEN,2025-03-23 12:21:09
2474,110,0,40,OPEN,2025-03-23 12:21:09
2475,12,0,20,OPEN,2025-03-23 12:21:09
2476,34,21,9,OPEN,2025-03-23 12:21:09
2477,78,1,39,OPEN,2025-03-23 12:21:09
2478,2,0,20,OPEN,2025-03-23 12:21:09
2479,75,36,4,OPEN,2025-03-23 12:21:09
2480,111,0,40,OPEN,2025-03-23 12:21:10
2481,26,16,4,OPEN,2025-03-23 12:21:10
2482,65,1,39,OPEN,2025-03-23 12:21:10
2483,15,0,16,OPEN,2025-03-23 12:21:10
2484,86,32,5,OPEN,2025-03-23 12:21:10
2485,35,26,4,OPEN,2025-03-23 12:21:10
2486,10,8,8,OPEN,2025-03-23 12:21:10
2487,100,22,3,OPEN,2025-03-23 12:21:10
2488,24,19,1,OPEN,2025-03-23 12:21:11
2489,64,12,28,OPEN,2025-03-23 12:21:11
2490,109,14,15,OPEN,2025-03-23 12:21:11
2491,85,26,9,OPEN,2025-03-23 12:21:11
2492,107,0,40,OPEN,2025-03-23 12:21:11
2493,33,7,16,OPEN,2025-03-23 12:21:11
2494,44,0,30,OPEN,2025-03-23 12:21:11
2495,89,1,39,OPEN,2025-03-23 12:21:11
2496,57,2,21,OPEN,2025-03-23 12:21:11
2497,80,30,10,OPEN,2025-03-23 12:21:12
2498,41,6,14,OPEN,2025-03-23 12:21:12
2499,3,17,2,OPEN,2025-03-23 12:21:12
2500,40,3,18,OPEN,2025-03-23 12:21:12
2501,29,29,0,OPEN,2025-03-23 12:21:12
2502,103,0,40,OPEN,2025-03-23 12:21:12
2503,28,13,17,OPEN,2025-03-23 12:21:12
2504,39,16,4,OPEN,2025-03-23 12:21:12
2505,83,29,11,OPEN,2025-03-23 12:21:12
2506,92,38,2,OPEN,2025-03-23 12:21:13
2507,21,30,0,OPEN,2025-03-23 12:21:13
2508,88,10,20,OPEN,2025-03-23 12:21:13
2509,42,28,2,OPEN,2025-03-23 12:26:13
2510,30,0,20,OPEN,2025-03-23 12:26:13
2511,54,7,26,OPEN,2025-03-23 12:26:13
2512,108,0,35,OPEN,2025-03-23 12:26:13
2513,20,3,27,OPEN,2025-03-23 12:26:14
2514,56,2,38,OPEN,2025-03-23 12:26:14
2515,6,16,4,OPEN,2025-03-23 12:26:14
2516,18,11,19,OPEN,2025-03-23 12:26:14
2517,32,19,11,OPEN,2025-03-23 12:26:14
2518,52,32,0,OPEN,2025-03-23 12:26:14
2519,48,0,40,OPEN,2025-03-23 12:26:14
2520,13,10,20,OPEN,2025-03-23 12:26:14
2521,43,16,14,OPEN,2025-03-23 12:26:14
2522,31,17,3,OPEN,2025-03-23 12:26:15
2523,98,37,3,OPEN,2025-03-23 12:26:15
2524,14,22,8,OPEN,2025-03-23 12:26:15
2525,1,31,0,OPEN,2025-03-23 12:26:15
2526,23,23,7,OPEN,2025-03-23 12:26:15
2527,106,0,40,OPEN,2025-03-23 12:26:15
2528,112,2,28,OPEN,2025-03-23 12:26:15
2529,68,3,37,OPEN,2025-03-23 12:26:15
2530,74,4,26,OPEN,2025-03-23 12:26:16
2531,87,26,12,OPEN,2025-03-23 12:26:16
2532,84,17,13,OPEN,2025-03-23 12:26:16
2533,90,6,34,OPEN,2025-03-23 12:26:16
2534,11,14,16,OPEN,2025-03-23 12:26:16
2535,17,18,2,OPEN,2025-03-23 12:26:16
2536,45,15,15,OPEN,2025-03-23 12:26:16
2537,114,4,36,OPEN,2025-03-23 12:26:16
2538,72,17,14,OPEN,2025-03-23 12:26:16
2539,63,22,13,OPEN,2025-03-23 12:26:17
2540,113,8,21,OPEN,2025-03-23 12:26:17
2541,91,29,1,OPEN,2025-03-23 12:26:17
2542,99,1,29,OPEN,2025-03-23 12:26:17
2543,9,14,10,OPEN,2025-03-23 12:26:17
2544,67,7,33,OPEN,2025-03-23 12:26:17
2545,116,0,30,OPEN,2025-03-23 12:26:17
2546,55,1,35,OPEN,2025-03-23 12:26:17
2547,62,4,36,OPEN,2025-03-23 12:26:18
2548,5,13,27,OPEN,2025-03-23 12:26:18
2549,97,36,4,OPEN,2025-03-23 12:26:18
2550,61,0,25,OPEN,2025-03-23 12:26:18
